,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI
1553,53.61,120.13,13.21,40.06,1219.0,17.27,0.94,4.96,54.26,1.57,5.0,135.0
1554,58.15,108.63,9.22,32.87,1062.0,17.41,0.94,6.16,50.92,0.93,3.94,127.0
1555,46.54,108.25,13.01,37.85,1227.0,16.31,1.07,5.22,53.59,1.62,4.05,130.0
1556,46.55,112.08,7.85,32.46,999.0,16.86,0.95,4.83,64.46,1.33,4.7,130.0
1557,51.73,103.64,7.95,32.1,987.0,16.3,0.98,4.86,68.41,1.26,3.98,127.0
1558,52.79,94.86,9.66,34.46,1066.0,17.15,0.95,5.66,59.17,1.5,5.02,125.0
1559,43.88,90.8,9.09,33.09,1009.0,19.14,1.09,5.07,66.47,1.49,5.16,149.0
1560,52.18,107.04,9.84,36.58,1049.0,18.58,1.13,4.99,45.42,1.36,4.34,123.0
1561,49.25,113.7,9.52,34.41,1007.0,21.22,0.89,5.76,40.76,1.21,4.38,112.0
1562,49.46,109.0,9.95,36.1,1103.0,18.23,0.95,5.41,51.55,1.66,4.28,130.0
1563,47.24,98.37,7.1,30.69,927.0,17.8,0.92,7.4,52.04,0.96,3.18,109.0
1564,41.74,89.76,6.27,27.4,795.0,15.09,0.78,8.4,56.7,0.26,1.34,106.0
1565,52.38,92.14,8.34,33.83,1036.0,15.92,1.04,7.56,54.29,0.53,2.26,111.0
1566,40.54,94.39,9.56,33.94,1080.0,15.47,0.99,5.95,51.67,0.83,2.61,115.0
1567,52.84,97.64,11.81,31.76,1087.0,17.54,1.16,5.09,38.4,0.99,2.96,124.0
1568,46.1,72.34,12.61,32.17,1041.0,17.34,1.09,4.1,47.27,0.93,3.21,127.0
1569,42.33,63.83,6.84,29.02,822.0,18.08,0.9,4.55,47.03,0.64,2.55,107.0
1570,29.75,73.46,7.33,31.84,948.0,16.99,1.02,5.28,55.89,0.74,2.63,122.0
1571,25.18,69.39,6.37,32.67,908.0,15.03,1.04,4.9,56.53,0.7,2.32,106.0
1572,40.9,92.48,8.46,31.25,967.0,19.12,1.1,4.83,45.27,0.78,2.64,107.0
1573,37.08,77.31,7.76,32.12,942.0,16.05,1.31,4.42,57.49,0.81,2.48,112.0
1574,42.76,85.7,6.94,33.95,960.0,16.2,1.22,4.37,53.21,0.96,2.82,108.0
1575,57.96,109.49,8.23,36.31,1048.0,16.84,1.19,5.35,54.27,0.84,3.48,126.0
1576,63.83,109.42,5.79,33.66,883.0,18.21,1.08,4.45,57.17,0.74,2.89,144.0
1577,66.34,123.11,7.59,29.77,892.0,17.39,0.84,4.97,61.68,0.37,1.79,150.0
1578,61.63,117.36,6.47,30.6,940.0,17.46,1.0,5.76,53.79,0.76,2.52,141.0
1579,62.42,108.27,6.84,30.05,896.0,18.56,0.95,4.5,50.57,0.89,2.92,140.0
1580,53.78,94.01,6.44,23.6,857.0,17.41,0.92,3.88,60.14,0.42,1.75,124.0
1581,42.75,74.84,7.54,21.81,712.0,15.57,0.99,4.72,55.94,0.23,1.31,111.0
1582,46.45,102.47,12.06,21.41,888.0,14.92,0.86,4.34,46.73,0.29,1.19,103.0
1583,47.56,95.06,8.56,22.23,818.0,17.29,0.74,4.43,48.84,0.41,1.52,112.0
1584,56.62,116.59,7.6,25.08,846.0,18.79,0.85,3.67,51.98,0.93,2.48,120.0
1585,54.62,110.84,6.9,26.36,822.0,16.93,0.8,4.21,61.04,1.03,2.36,132.0
1586,52.76,106.65,7.47,27.54,911.0,17.25,0.8,4.03,66.44,1.17,3.0,131.0
1587,42.61,87.52,10.42,23.95,888.0,16.41,0.86,4.63,47.19,0.94,2.56,113.0
1588,33.28,81.91,10.92,25.0,817.0,15.29,0.88,4.16,34.37,1.17,3.77,87.0
1589,51.42,94.86,17.94,30.32,1156.0,19.28,1.36,4.4,37.92,1.75,4.89,106.0
1590,39.33,93.68,8.88,29.13,914.0,18.45,0.94,4.23,49.37,1.31,3.94,120.0
1591,40.38,93.84,6.49,27.17,759.0,17.05,0.97,3.64,48.35,1.08,3.39,105.0
1592,34.41,93.08,9.18,26.85,916.0,16.1,1.06,4.01,41.87,0.85,2.76,101.0
1593,32.08,86.2,5.34,25.1,672.0,13.94,0.91,4.11,50.16,1.28,2.96,106.0
1594,31.91,88.8,6.66,24.31,765.0,15.95,0.92,5.41,50.77,1.18,2.57,88.0
1595,33.89,81.23,7.43,24.45,789.0,16.03,1.01,4.29,38.96,0.78,2.4,96.0
1596,38.93,93.74,12.36,34.47,1184.0,16.51,1.23,3.69,44.94,1.17,3.7,102.0
1597,40.64,91.59,14.27,32.51,1168.0,17.39,1.19,4.17,36.64,1.42,4.56,110.0
1598,55.14,118.1,13.73,35.15,1165.0,19.2,1.19,4.54,43.17,2.25,5.25,121.0
1599,51.35,101.63,8.15,27.75,820.0,18.52,0.97,3.86,45.7,1.4,3.42,116.0
1600,46.82,105.55,8.15,29.22,943.0,18.13,1.06,4.83,40.95,1.14,3.22,109.0
1601,45.3,93.68,5.1,26.31,741.0,16.95,0.88,4.25,51.87,0.92,1.58,109.0
1602,40.4,84.74,9.12,28.98,991.0,16.3,1.11,5.69,62.73,1.2,1.31,107.0
1603,43.26,97.98,12.96,34.61,1152.0,17.81,1.04,3.95,34.01,1.43,2.94,102.0
1604,35.93,75.5,6.87,27.67,833.0,16.8,0.89,5.29,51.84,0.85,2.59,92.0
1605,26.07,71.31,6.76,25.34,808.0,15.38,0.79,5.0,54.83,0.56,1.99,82.0
1606,22.5,49.25,5.26,26.04,706.0,13.51,0.69,3.85,65.11,0.49,1.73,91.0
1607,25.77,59.78,8.57,32.49,1009.0,16.1,0.94,4.44,60.35,0.78,2.67,92.0
1608,38.91,84.93,7.84,25.31,800.0,16.8,0.92,4.07,51.83,0.93,2.9,92.0
1609,28.66,62.28,5.08,24.99,668.0,15.5,0.75,4.82,82.31,0.82,2.12,112.0
1610,35.18,77.36,5.72,22.93,700.0,14.98,0.79,3.96,64.17,1.18,1.88,98.0
1611,30.29,60.85,6.44,24.81,773.0,13.84,0.82,4.09,69.14,0.88,2.32,101.0
1612,28.95,64.19,9.57,27.09,969.0,13.43,1.04,4.4,52.56,0.81,2.44,89.0
1613,44.24,64.72,5.18,18.31,570.0,12.94,0.85,4.39,45.14,0.53,1.45,100.0
1614,20.3,42.09,6.5,23.54,746.0,12.08,0.9,4.71,51.34,0.55,1.75,98.0
1615,27.33,61.65,9.0,24.48,978.0,11.9,0.79,4.54,40.04,0.41,1.52,69.0
1616,28.4,56.09,7.78,23.56,884.0,10.02,0.75,4.73,45.01,0.28,1.27,78.0
1617,25.72,51.53,7.47,27.41,903.0,12.3,1.02,4.17,46.31,0.41,1.57,78.0
1618,25.02,56.96,8.64,31.44,1076.0,15.21,0.92,5.38,50.51,0.29,1.49,102.0
1619,23.54,53.47,6.54,23.49,763.0,14.01,0.81,5.1,54.31,0.16,1.16,76.0
1620,16.31,39.84,5.29,17.7,592.0,12.94,0.66,4.02,50.05,0.11,0.77,66.0
1621,7.85,25.87,6.28,16.77,633.0,11.79,0.62,4.44,45.0,0.08,0.65,54.0
1622,11.32,30.88,5.87,16.85,596.0,13.18,0.72,4.58,36.82,0.21,0.8,50.0
1623,12.8,35.87,6.7,17.93,675.0,13.74,0.61,6.09,30.56,0.43,1.09,51.0
1624,16.38,38.15,7.7,17.76,722.0,12.46,0.66,7.48,25.3,0.66,1.65,50.0
1625,22.11,47.2,7.85,18.09,733.0,12.54,0.64,8.44,24.42,1.82,5.73,59.0
1626,23.64,54.09,9.57,20.9,756.0,12.52,0.68,8.45,24.61,1.95,7.15,69.0
1627,22.01,56.08,6.47,18.54,634.0,12.87,0.62,8.99,25.18,2.19,3.2,63.0
1628,25.77,64.03,8.35,21.68,827.0,13.23,0.7,8.36,30.6,1.28,2.92,61.0
1629,28.82,64.96,6.09,20.1,699.0,13.94,0.7,6.23,30.67,0.87,2.34,70.0
1630,25.41,60.88,7.2,20.9,723.0,12.07,0.78,4.91,29.26,1.03,2.69,74.0
1631,24.36,53.32,5.24,18.74,604.0,12.0,0.65,4.96,32.97,0.69,1.97,67.0
1632,25.35,56.61,5.8,20.66,697.0,12.55,0.74,5.48,38.03,1.42,2.5,64.0
1633,16.58,45.48,4.93,20.04,659.0,12.89,0.69,5.06,38.81,1.31,1.94,67.0
1634,14.8,36.43,4.83,20.19,647.0,12.11,0.67,4.46,37.89,0.8,2.26,66.0
1635,18.54,44.9,6.3,21.39,682.0,13.29,0.71,4.33,32.56,0.87,2.76,65.0
1636,30.39,76.25,6.73,23.04,836.0,13.05,0.76,4.77,30.97,0.97,2.46,65.0
1637,34.69,61.12,7.53,21.39,784.0,13.32,0.76,4.15,25.3,1.45,3.01,74.0
1638,26.44,65.51,7.51,21.17,757.0,12.55,0.72,4.27,28.6,1.2,1.93,72.0
1639,26.98,85.13,7.01,21.09,740.0,7.99,0.68,4.78,33.5,0.94,1.58,72.0
1640,25.37,81.98,6.35,24.27,891.0,9.02,0.72,4.7,37.55,0.5,1.39,79.0
1641,20.16,63.53,5.14,17.51,552.0,10.04,0.63,3.91,33.55,0.36,1.15,68.0
1642,26.89,70.15,6.08,18.8,637.0,9.92,0.71,4.63,35.0,0.39,1.36,65.0
1643,20.79,62.01,6.09,19.94,702.0,10.46,0.73,5.37,39.44,0.4,1.33,70.0
1644,18.25,60.9,5.89,18.61,628.0,8.4,0.7,4.98,33.59,0.45,1.52,64.0
1645,18.92,60.19,6.44,21.98,713.0,8.71,0.79,5.09,27.13,1.16,1.73,65.0
1646,20.9,57.46,6.03,19.92,731.0,11.62,0.7,5.03,25.86,0.79,1.6,63.0
1647,16.65,51.06,6.2,21.47,830.0,10.2,0.76,5.32,29.0,0.5,1.65,62.0
1648,19.38,68.71,5.33,18.38,649.0,8.26,0.75,5.3,32.8,0.85,1.36,69.0
1649,17.24,55.7,5.42,16.23,555.0,8.74,0.76,5.8,29.35,0.64,1.42,58.0
1650,19.53,46.87,5.88,16.78,613.0,10.19,0.86,5.41,25.43,0.74,1.66,64.0
1651,31.67,50.35,6.02,19.9,676.0,11.63,0.78,5.79,30.18,0.86,1.34,68.0
1652,23.49,61.32,6.71,24.25,769.0,11.9,0.84,7.22,31.66,0.63,2.06,86.0
1653,20.95,62.33,6.06,22.71,706.0,11.9,0.79,7.87,32.12,0.53,1.82,71.0
1654,20.39,57.91,5.27,21.27,695.0,11.76,0.75,6.01,32.55,0.44,1.35,62.0
1655,19.18,51.48,5.39,20.0,608.0,11.64,0.74,6.77,31.64,0.56,1.24,63.0
1656,17.84,47.39,6.14,21.24,652.0,10.92,0.8,5.93,32.19,0.5,1.68,65.0
1657,24.91,46.99,6.8,21.88,670.0,12.2,0.8,4.12,25.04,0.55,1.76,65.0
1658,26.83,55.0,9.37,24.84,860.0,12.84,0.82,3.9,25.39,0.68,2.44,69.0
1659,30.97,62.36,9.88,27.45,928.0,14.47,0.85,4.16,23.45,0.65,2.87,73.0
1660,18.98,37.85,6.92,22.61,693.0,13.99,0.67,4.42,22.89,0.51,1.76,66.0
1661,15.96,42.66,5.09,21.56,644.0,12.36,0.63,7.4,25.53,0.61,1.14,48.0
1662,19.24,41.46,6.43,23.64,809.0,11.87,0.67,7.96,25.98,0.4,1.03,64.0
1663,15.91,41.71,6.7,24.64,832.0,11.03,0.69,6.1,27.44,0.36,1.11,57.0
1664,19.14,41.62,6.94,23.99,803.0,11.49,0.75,3.98,24.3,0.4,1.38,56.0
1665,20.89,63.75,6.44,23.42,772.0,12.15,0.67,3.69,25.88,0.58,1.19,60.0
1666,20.67,53.24,7.12,23.58,778.0,11.97,0.77,3.63,23.94,0.5,1.6,64.0
1667,20.33,53.25,6.92,23.49,786.0,11.62,0.73,4.09,21.84,0.44,1.34,62.0
1668,23.21,50.99,5.66,20.93,573.0,11.85,0.64,3.87,24.81,0.39,1.36,55.0
1669,23.3,49.13,7.2,21.15,666.0,11.46,0.71,5.9,25.68,0.31,1.21,62.0
1670,18.61,56.25,5.18,19.89,641.0,11.72,0.68,3.82,25.3,0.32,1.24,64.0
1671,23.14,56.4,5.84,21.54,749.0,11.9,0.72,3.95,23.02,0.52,1.47,58.0
1672,26.99,47.37,5.7,21.64,646.0,11.74,0.66,3.58,23.67,0.75,1.6,58.0
1673,19.87,51.46,5.12,19.76,545.0,11.1,0.69,3.68,23.76,0.56,1.34,61.0
1674,18.45,52.16,6.62,22.04,726.0,11.78,0.75,4.34,21.7,0.43,1.39,59.0
1675,18.13,46.6,6.99,19.08,608.0,11.18,0.65,4.05,25.31,0.35,1.24,56.0
1676,16.26,41.66,9.14,17.21,600.0,10.68,0.69,4.08,23.02,0.49,0.99,60.0
1677,15.08,29.63,9.97,18.83,688.0,11.23,0.65,4.26,17.14,0.45,1.54,53.0
1678,14.76,30.58,10.3,20.9,771.0,11.72,0.71,4.38,18.42,0.47,1.36,48.0
1679,14.94,32.65,10.1,20.29,807.0,12.83,0.78,4.52,14.32,0.45,1.43,57.0
1680,14.31,27.28,9.42,19.56,681.0,12.92,0.67,4.1,14.25,0.72,2.23,53.0
1681,15.53,30.16,9.06,21.17,710.0,12.13,0.71,3.44,17.32,0.33,0.93,55.0
1682,13.63,38.48,8.61,22.07,787.0,12.32,0.72,3.53,18.47,0.33,1.21,49.0
1683,12.95,38.27,8.35,19.08,638.0,11.74,0.61,3.57,17.76,0.44,1.28,50.0
1684,18.62,46.51,12.49,21.34,866.0,14.07,0.78,4.06,17.11,0.76,2.22,52.0
1685,22.1,46.9,12.63,24.49,949.0,14.28,0.93,4.13,18.88,0.48,2.17,68.0
1686,26.64,46.08,10.13,22.95,811.0,14.27,0.81,3.5,22.74,0.36,1.54,70.0
1687,15.63,38.14,8.64,20.93,661.0,13.18,0.69,2.97,22.46,0.35,1.6,59.0
1688,18.63,34.85,8.64,20.7,767.0,13.51,0.76,3.49,16.92,0.47,1.94,51.0
1689,20.79,52.0,10.77,24.71,938.0,14.78,0.9,3.7,16.32,0.66,2.03,61.0
1690,23.25,47.66,12.4,26.34,974.0,16.35,0.85,3.66,14.77,0.76,2.04,67.0
1691,20.73,49.59,12.5,27.88,1025.0,16.63,0.88,3.85,17.67,0.52,2.37,65.0
1692,18.28,48.73,9.79,24.0,937.0,14.41,0.98,3.8,15.63,0.68,2.63,74.0
1693,17.04,45.86,12.94,20.38,875.0,12.61,1.06,4.86,17.45,0.48,1.87,73.0
1694,17.3,57.03,9.03,18.74,736.0,12.29,0.83,4.84,16.68,0.49,1.87,68.0
1695,15.08,44.78,7.84,18.23,672.0,12.69,0.85,4.64,18.5,0.67,1.93,65.0
1696,15.29,63.42,8.07,19.16,737.0,12.39,0.77,4.8,18.52,1.24,1.65,57.0
1697,14.98,55.99,5.28,15.48,517.0,11.29,0.58,5.48,20.37,1.55,1.43,68.0
1698,14.14,49.29,5.95,17.29,557.0,10.86,0.72,5.42,22.91,1.41,2.42,63.0
1699,11.42,47.0,7.18,19.78,734.0,12.1,0.71,7.1,23.6,1.66,2.14,61.0
1700,15.3,42.17,6.49,21.27,697.0,11.62,0.63,5.11,22.94,0.9,2.15,52.0
1701,17.22,44.99,5.15,18.4,574.0,11.37,0.64,5.43,22.19,1.16,1.98,49.0
1702,15.01,50.6,5.76,17.69,578.0,10.31,0.71,5.01,22.84,1.12,1.61,53.0
1703,20.82,65.26,7.24,19.48,685.0,10.46,0.79,4.89,21.78,0.9,1.53,63.0
1704,17.64,47.85,5.73,15.11,472.0,8.94,0.67,5.24,21.03,0.65,1.22,61.0
1705,10.98,27.78,3.7,12.39,287.0,8.81,0.64,5.3,21.01,0.52,1.05,48.0
1706,11.18,32.65,6.38,15.56,499.0,9.5,0.73,5.21,20.36,0.52,2.49,51.0
1707,13.01,40.46,7.04,16.9,568.0,9.34,0.72,5.33,19.94,0.62,1.59,51.0
1708,13.84,42.24,7.56,16.5,597.0,8.86,0.79,5.18,18.43,1.19,3.76,56.0
1709,15.34,44.08,8.05,16.14,604.0,9.22,0.88,5.36,17.88,0.82,2.71,64.0
1710,20.16,45.38,7.3,15.83,544.0,8.43,0.79,6.09,16.27,0.62,1.65,63.0
1711,12.63,45.47,6.0,12.36,412.0,7.49,0.79,6.15,17.38,0.67,1.27,62.0
1712,15.92,49.54,6.98,13.9,483.0,8.79,0.78,5.78,18.74,1.25,1.7,63.0
1713,20.67,58.85,5.4,12.3,324.0,10.59,0.73,5.49,22.64,1.45,1.91,67.0
1714,19.51,60.37,6.57,14.46,434.0,9.56,0.72,5.11,23.25,0.88,1.57,62.0
1715,20.53,57.11,9.86,24.3,821.0,12.42,0.8,5.18,24.32,0.41,1.41,68.0
1716,21.84,60.43,10.46,23.38,776.0,11.91,0.86,4.94,25.03,0.67,1.7,67.0
1717,22.29,56.94,6.61,21.87,607.0,10.94,0.76,5.58,27.33,0.77,1.3,70.0
1718,21.74,50.11,7.52,19.46,539.0,10.07,0.78,5.31,27.56,0.41,1.19,69.0
1719,48.41,40.74,8.0,19.11,585.0,10.48,0.82,5.11,25.41,0.42,1.59,67.0
1720,68.71,43.3,8.98,22.09,741.0,12.24,1.0,4.84,23.88,0.55,2.16,120.0
1721,22.83,63.17,6.7,22.04,705.0,13.83,0.95,4.32,26.44,0.62,1.84,92.0
1722,23.96,59.79,6.04,20.04,663.0,16.1,0.85,4.64,31.73,0.62,1.18,82.0
1723,19.12,56.78,11.37,23.82,839.0,17.48,0.82,4.81,30.27,0.45,1.15,67.0
1724,22.92,68.81,7.27,24.96,882.0,14.09,0.92,5.07,31.65,0.73,1.44,74.0
1725,19.15,53.11,14.84,27.97,1187.0,14.75,1.01,4.92,31.13,0.62,2.16,81.0
1726,24.78,50.88,17.22,38.91,1296.0,16.87,1.2,5.99,34.28,0.75,3.26,91.0
1727,17.68,36.94,11.88,33.19,1179.0,14.1,1.15,5.91,43.22,0.63,2.32,100.0
1728,13.45,32.33,7.39,24.87,852.0,15.3,0.85,4.98,34.55,0.47,1.52,81.0
1729,16.59,41.07,10.63,20.76,862.0,13.17,0.83,4.63,30.31,0.4,1.4,64.0
1730,32.55,75.73,10.14,28.02,1047.0,14.16,1.04,4.97,33.78,0.64,2.63,83.0
1731,26.32,78.07,7.34,26.64,901.0,14.52,0.98,4.69,42.02,0.58,2.05,99.0
1732,38.4,87.7,4.7,22.87,658.0,14.52,0.79,5.51,41.53,0.48,1.54,93.0
1733,23.22,53.78,5.23,19.29,506.0,13.18,0.81,5.24,34.56,0.55,1.56,73.0
1734,34.28,68.99,11.17,25.88,952.0,14.14,1.01,4.56,38.57,0.72,2.21,88.0
1735,17.34,36.79,13.18,32.46,1153.0,13.28,0.94,6.01,40.57,0.67,2.45,92.0
1736,26.79,52.83,12.09,35.24,1197.0,15.48,1.01,5.33,50.22,0.87,3.1,95.0
1737,41.28,58.29,18.78,41.03,1322.0,16.06,1.1,4.35,49.07,1.02,3.52,104.0
1738,32.73,70.53,18.64,46.1,1325.0,16.86,1.13,4.22,31.39,1.26,4.65,107.0
1739,27.15,55.82,14.73,33.96,1170.0,14.69,0.92,3.39,37.5,0.95,4.14,85.0
1740,35.57,60.1,26.1,37.6,1286.0,15.03,1.14,4.19,34.78,1.17,3.96,88.0
1741,24.46,39.4,8.65,28.28,861.0,14.09,0.71,3.39,46.65,0.69,2.45,92.0
1742,31.67,46.37,31.34,39.99,1327.0,15.63,0.95,4.97,40.67,0.85,3.57,89.0
1743,73.77,70.64,12.43,36.15,1199.0,18.0,0.87,4.81,34.15,1.01,3.94,146.0
1744,45.16,79.81,12.32,37.89,1222.0,18.91,0.83,3.94,34.94,1.11,3.77,95.0
1745,38.44,75.75,10.61,30.58,1066.0,17.39,0.83,4.47,29.02,0.82,2.56,90.0
1746,20.84,46.8,11.38,23.0,848.0,15.76,0.79,4.48,22.31,0.71,2.0,72.0
1747,22.61,52.98,16.56,26.95,1149.0,17.97,0.85,4.18,20.5,0.96,2.81,73.0
1748,24.94,57.89,16.25,28.5,1137.0,18.72,0.83,4.42,23.94,1.1,3.37,79.0
1749,21.73,57.38,15.17,28.28,1098.0,17.09,0.72,3.85,25.81,1.12,3.51,71.0
1750,19.3,48.38,17.76,27.52,1160.0,17.01,0.85,3.74,20.66,1.1,3.46,75.0
1751,25.83,52.13,11.2,24.42,849.0,15.22,0.71,4.83,24.17,1.05,3.1,69.0
1752,19.25,37.64,9.17,23.99,880.0,13.73,0.72,4.63,20.61,1.33,3.71,71.0
1753,17.2,39.02,6.82,23.31,705.0,13.23,0.52,5.72,26.13,0.89,2.5,56.0
1754,20.71,41.14,15.04,30.13,1154.0,13.8,0.85,5.78,22.97,1.37,4.19,69.0
1755,16.46,35.11,13.68,24.22,963.0,14.84,0.83,5.59,22.81,1.11,3.22,69.0
1756,11.71,35.91,7.89,16.97,581.0,17.04,0.83,6.07,17.5,0.82,2.21,66.0
1757,12.57,46.46,4.34,15.8,429.0,12.27,0.76,6.39,21.49,1.07,1.75,62.0
1758,13.43,42.75,5.68,18.11,567.0,12.32,0.83,6.37,19.33,0.95,1.4,65.0
1759,18.21,47.6,6.8,18.89,615.0,11.69,0.74,5.76,19.0,0.61,1.31,59.0
1760,42.44,74.17,7.74,21.32,703.0,12.84,1.01,5.26,20.17,0.77,1.86,74.0
1761,42.44,78.91,10.63,24.6,870.0,13.82,1.04,5.38,18.21,0.71,2.43,88.0
1762,34.24,78.0,11.34,22.99,896.0,16.13,0.97,6.61,20.89,0.67,2.32,80.0
1763,18.77,42.23,11.91,26.91,1054.0,15.45,0.98,6.42,27.66,0.57,2.12,78.0
1764,18.62,49.95,7.39,24.47,865.0,14.41,0.87,5.73,35.18,0.45,1.93,68.0
1765,27.42,77.15,12.02,25.98,1039.0,14.01,0.9,6.0,41.88,0.47,1.64,84.0
1766,27.1,72.41,12.02,25.19,988.0,16.17,1.08,6.16,30.92,0.57,2.01,77.0
1767,40.0,71.78,11.18,26.32,913.0,18.0,0.99,5.46,34.6,0.89,2.58,89.0
1768,54.83,112.73,20.78,36.74,1280.0,20.29,1.26,5.53,38.89,1.34,3.59,95.0
1769,73.88,144.98,31.44,41.5,1350.0,20.46,1.48,6.15,34.78,1.66,4.33,139.0
1770,94.17,142.05,26.51,38.83,1326.0,20.6,1.36,5.74,55.74,0.98,3.25,169.0
1771,92.21,136.66,28.33,44.07,1349.0,21.68,1.38,5.9,54.15,1.81,5.31,174.0
1772,69.3,110.88,17.73,38.45,1288.0,22.41,1.29,6.55,42.01,1.71,4.44,159.0
1773,47.14,102.59,12.78,35.19,1231.0,20.88,1.07,5.61,41.92,1.59,4.0,116.0
1774,52.86,102.92,11.34,30.63,1042.0,20.13,1.0,5.26,41.1,0.93,3.12,96.0
1775,61.83,117.91,8.64,33.11,1126.0,20.35,0.96,5.67,57.13,0.62,1.86,124.0
1776,27.77,68.96,7.02,26.07,884.0,16.45,1.0,6.13,46.59,0.42,1.39,96.0
1777,30.39,81.26,10.37,28.6,1026.0,17.33,0.93,6.37,43.84,0.66,2.02,83.0
1778,23.32,61.17,11.88,26.92,1053.0,17.36,0.92,6.12,38.82,0.75,2.17,80.0
1779,26.33,65.78,15.95,28.61,1203.0,18.25,1.1,6.02,18.93,0.74,2.54,77.0
